title,authors,isbn,description,genre
The Annotated Charlotte's Web,E.B. White/Garth Williams/Peter F. Neumeyer,0060882603,No description available,"Farm life, Animals, Juvenile fiction, Domestic animals, Fantasy, Spiders, Fiction, Friendship, Swine, juvenile works, Massachusetts Children's Book Award winner, Readers, Pets, Open Library Staff Picks, Latin language materials, Pigs, Folklore, Spanish language materials, American farm life, Ficción juvenil, Cerdos, Arañas, Amistad, Animales domésticos, Vida agrícola, Children's stories, Korean language materials, Blind, Books and reading, English language, For National Curriculum Key Stage 2, English, English (ie as school subject), Spanish stories, Award winning books, Farms, Newbery Honor, Spiders, fiction, Children's fiction, Pigs, fiction, Friendship, fiction, Domestic animals, fiction, Farm life, fiction, Humorous stories, Chinese language materials, Stuart Little (Fictitious character), Trumpeter swan, Mice, Swans, Children's books, Stories, Materiales en español, Spanish language, Novela juvenil, French language materials, Fantasy fiction, Women, fiction, Pets, fiction, Animals, fiction, Love, fiction, Insects, fiction, Authors, juvenile literature, Authors, Domestic animals, juvenile literature, Porcs, Romans, nouvelles, etc. pour la jeunesse, Exploitations agricoles, Araignées, Tong hua, Newbery Medal, Children's stories, Italian, Newbery Honor book, crianÃ§a"
Just as Long as We're Together,Judy Blume,0330398040,No description available,Unknown
Wifey / Smart Women,Judy Blume,0743437578,No description available,"Fiction, women, Boulder (colo.), fiction"
Forever...,Judy Blume,0689849737,No description available,"homosexuality, birth control, Fiction, Fiction in English, New Jersey in fiction, Teenagers in fiction, Family life, Family life in fiction, Sexual behavior, History, Love, Love in fiction, High schools in fiction, Teenagers, Schools in fiction, Sex, High schools, Pregnancy, Pregnancy in fiction, Sex in fiction, Schools, First loves, High school students, Juvenile fiction, Youth, Sexual ethics, Attitudes, Free love, Fiction, general, collectionID:AlpineChallenge, Children's fiction, Love, fiction, Dating (social customs), fiction"
Fudge-a-Mania (Fudge  #4),Judy Blume,0425193829,No description available,"turtles, Humorous stories, Brothers, Juvenile fiction, Family life, Fiction, Family, Brothers and sisters, Families, Humorous fiction, Fudge (fictitious character), fiction, Brothers and sisters, fiction, Children's fiction, Family life, fiction, Siblings, fiction"
Tales of a Fourth Grade Nothing (Fudge  #1),Judy Blume,0425193799,No description available,Unknown
Forever . . .,Judy Blume,033039780X,No description available,"homosexuality, birth control, Fiction, Fiction in English, New Jersey in fiction, Teenagers in fiction, Family life, Family life in fiction, Sexual behavior, History, Love, Love in fiction, High schools in fiction, Teenagers, Schools in fiction, Sex, High schools, Pregnancy, Pregnancy in fiction, Sex in fiction, Schools, First loves, High school students, Juvenile fiction, Youth, Sexual ethics, Attitudes, Free love, Fiction, general, collectionID:AlpineChallenge, Children's fiction, Love, fiction, Dating (social customs), fiction"
Wifey,Judy Blume,0425206548,No description available,"Housewives, Fiction, Married women, Sexual fantasies, Adultery"
Everything I Needed to Know about Being a Girl I Learned from Judy Blume,Jennifer O'Connell/Meg Cabot/Megan McCafferty/Melissa Senate/Diana Peterfreund/Stephanie Lessing/Laura Ruby/Erica Orloff/Stacey Ballis/Julie Kenner/Kristin Harmel/Jennifer Coburn/Elise Juska/Kyra Davis/Beth Kendrick/Berta Platas/Lynda Curnyn/Kayla Perrin/Cara Lockwood/Alison Pace/Megan Crane/Lara Deloza/Laura Caldwell/Shanna Swendson,1416531041,No description available,"Influence, American Young adult fiction, History and criticism, Criticism and interpretation"
BFF*: Just As Long As We're Together / Here's to You  Rachel Robinson (*Best Friends Forever),Judy Blume,0385734077,No description available,"Description and travel, Open Library Staff Picks, Natural history, Biography, History"
Yosemite: Its Discovery  Its Wonder and Its People,Margaret Sanborn,0939666502,No description available,Unknown
A Man of the People,Chinua Achebe,0385086164,No description available,Unknown
Collected Poems,Chinua Achebe,1400076587,No description available,"Poetry, Fiction, Poetry (poetic works by one author)"
Arrow of God (The African Trilogy  #3),Chinua Achebe,0385014805,No description available,"Family life, Sex, Dating (Social customs), High schools, Schools, Fiction, Families, Juvenile fiction, Erotic stories, Dating (social customs), fiction, Family life, fiction, Schools, fiction, Florida, fiction, Children's fiction"
Anatomy of a Boyfriend (Anatomy  #1),Daria Snadowsky,0385733208,No description available,"Drug addicts, Narcotic addicts, Fiction, Mothers and daughters, Fiction, science fiction, general, California, fiction, Los angeles (calif.), fiction"
Lithium for Medea,Kate Braverman/Rick Moody,1583224718,No description available,"Fiction, Igbo (African people), Nigeria in fiction, Literature, Igbo (Pueblo africano), Novela africana, Novela nigeriana, Novela, Fiction (fictional works by one author), Nigeria, fiction, African fiction (English), History, African literature (English)"
Die Leiden des Jungen Werther,Johann Wolfgang von Goethe/R. Paulin,1853993239,No description available,"great_books_of_the_western_world, Poetry, Fiction, Classical literature, Open Library Staff Picks, Juvenile literature, Horses, Mythology, Greek, in literature, Diseases, Greek Mythology, great_books, Literatura grega clássica, Classic Literature, Homer, Greek Epic poetry, Hymns, Greek (Classical), Greek poetry, Epic poetry, Greek Epic poety, Odysseus (Greekmythology), History and criticism, Early works to 1800, Poesía, Poesia épica, Poesía épica griega, Greek literature, Long Now Manual for Civilization, Poésie, Trojan War -- Poetry, Trojan War. fast (OCoLC)fst01157294, Epen, Klassieke oudheid, Grieks, Poésie épique grecque, Mythology, Poetry as Topic, Greek World, Mythology, greek, Greek poetry, history and criticism, Poetry (poetic works by one author), Continental european drama (dramatic works by one author), Children's poetry, Mythology, classical, Drama (dramatic works by one author), Classical mythology, In literature, Mythology, juvenile literature, Literature, open_syllabus_project, Drama, Children's fiction, Greece, fiction, La Guerra de Troya, Mitología, Griega, Continental european fiction (fictional works by one author), Greek language, readers, Translations into English, Greek literature, translations into english, Fiction (fictional works by one author), Classical Epic poetry, Classical literature, translations into english, Ancient, Classical & Medieval, Translations, Odysseus (Classical mythology.), Ancient & Classical, Epic, Achilles (greek mythology) -- poetry, Epic poetry, greek -- translations into english, Ulysse (mythologie grecque), Greek poetry, translations into english, Odysseus (greek mythology), juvenile literature, Odysseus, Epic poetry, greek, Epic poetry, greek--translations into english, Pa4025.a5 s5, 700=aacr2, Pa4025.a5 f5 1998, 883/.01, Pa4025 .a5 h766o 1998, General, Pa4022 .p19 1992, Pa4025.a6 g37 1994, Pa4025.a5 f34 2006, Homère (08.?-08.? av. j.-c.), Homère , (08.?-08.? av. j.-c.), Épopées grecques--traductions anglaises, Mythologie grecque, Pa4025.a5 m74 1995, 18.43, Classics, Pa4022 .p9 1980, Pa4021 .a2 1991, Odysseus (greek mythology), Greek language, Readers, Trojan War, Commerce, Lingüística, Ensayos, Funcionalismo (Lingüística), Achilles (Greek mythology), Translations into Italian, Educational tests and measurements, Cities and towns, Growth"
The Odyssey,Homer/George Herbert Palmer,0486406547,No description available,Unknown
Caesar's Commentaries: On the Gallic War & On the Civil War,Gaius Julius Caesar/James H. Ford/W.A. McDevitte,0976072610,No description available,Unknown
The Conquest of Gaul,Gaius Julius Caesar/F.P. Long/Cheryl Walker,0760768951,No description available,"Politics and government, Assassination, Caesar, julius, Rome, politics and government, History"
The Assassination of Julius Caesar: A People's History of Ancient Rome,Michael Parenti,1565849426,No description available,"adventure stories, historical fiction, literature, child witnesses, young men, Male friendship, Runaway children, voyages and travels, juvenile literature, rafting, adventure and adventurers, orphans, slavery, friendship, history, runaway teenagers, boys in literature, Slaves, Race relations, Boys, Fugitive slaves, Fiction, Travel, Juvenile fiction, Social life and customs, American fiction (fictional works by one author)"
Letters from the Earth: Uncensored Writings,Mark Twain/Bernard DeVoto/Henry Nash Smith,0060518650,No description available,Unknown
Mark Twain: Selected Works,Mark Twain,0517053578,No description available,"Etiquette, Humor, Specimens, Miniature books, Religion, American wit and humor, American fiction (fictional works by one author), American literature, Science fiction, Humor, general, American letters, Satire, Collected works (single author, multi-form), Fiction, humorous, general, Wit and humor, Twain, mark, 1835-1910"
The Blazing Center Study Guide: The Soul-Satisfying Supremacy of God in All Things,John Piper,1590526856,No description available,"Jesus christ, Christian life"
The God of Small Things,Arundhati Roy,0060977493,No description available,"Literary Fiction, Women's Fiction, dalit, Catholicism, fraternal twins, Psychological fiction, Domestic fiction, award:man_booker_prize=1997, Fiction, Romance, Twins, Gemelos, Twins in fiction, Literatura de expressão inglesa, Romans, Downing, Cousins, Romans, nouvelles, Man Booker Prize Winner, Classes sociales, India in fiction, Literatura indiana, Social classes, Roman indien (de l'Inde) de langue anglaise, Jumeaux, Family, Social classes in fiction, Ficción, Clases sociales, open_syllabus_project, Literatura de expressäao inglesa, Medicine in Literature, Large type books, French language, Littérature de l'Inde (anglaise), Roman de l'Inde (anglais), Literatura india (Inglés), India, fiction, Fiction, psychological, Twins, fiction, Fiction, family life, Fiction, family life, general, English literature, Fiction, general"
Balzac und die kleine chinesische Schneiderin,Dai Sijie,3492238696,No description available,"Fiction, History, Man-woman relationships, Prohibited books, Cultural Revolution (China : 1966-1976) fast (OCoLC)fst01352662, Books and reading, Boys, Censorship, Political fiction, Books, Historical fiction, Man-woman relationship, Large type books, Fiction, historical, general, China, fiction, Friendship, fiction, Fiction, general"
The Wit &  Wisdom of Winston Churchill,James C. Humes/Richard M. Nixon,0060925779,No description available,"Biography, Politics and government, Prime ministers, Churchill, winston, 1874-1965, Prime ministers, great britain, Great britain, politics and government, 20th century, Large type books"
Winston Churchill,John Keegan,0670030791,No description available,"Quotations, English Quotations, Anecdotes, History, Nonfiction, Churchill, winston, 1874-1965, Citations anglaises"
The Illustrated Garden Book: A New Anthology,Robin Lane  Fox/Vita Sackville-West/Freda Titford/Ken Kirkwood,0689118449,No description available,Unknown
The Long Hard Road Out of Hell,Marilyn Manson/Neil Strauss,0060987464,No description available,Unknown
Dissecting Marilyn Manson,Gavin Baddeley,0859653722,No description available,"Marilyn Manson (Musical group), Rock musicians, Biography, Rock musicians, united states, Rock musicians, biography, Rock groups"
Marilyn Manson,Kurt Reighley,0312181337,No description available,"Biography, Marilyn Manson (Musical group), Rock musicians, Rock musicians, united states"
Marilyn Manson: The Lonely Watchman,Richard D. Nelson,1597818704,No description available,Unknown
Philosophical Papers: Volume 1  Human Agency and Language,Charles Taylor,0521317509,No description available,"Civilization, Modern, History, Modern Civilization, Psychological aspects, Psychological aspects of Modern civilization, Self-realization, Social aspects, Social aspects of Self-realization, Social values, Kritik, Ethik, Authentizität, Philosophie moderne, Self-actualization (Psychology), Civilisation moderne et contemporaine, Moderne, Moi (Philosophie), Ethische aspecten, Morale, Zelfverwerkelijking, Selbstverwirklichung, Philosophie, Achievement, New York Times reviewed"
Sources of the Self: The Making of the Modern Identity,Charles Taylor,0674824261,No description available,Unknown
The Ethics of Authenticity,Charles Taylor,0674268636,No description available,"Self, Identity (psychology)"
Multiculturalism,Charles Taylor/Amy Gutmann/Michael Walzer/Susan R. Wolf/Shierry Weber Nicholsen/Kwame Anthony Appiah/Jürgen Habermas/Steven C. Rockefeller,0691037795,No description available,"Multiculturalism, Political culture, Political activity, Minorities, Minorities, political activity, united states, Multiculturalism--united states, Minorities--political activity, Minorities--political activity--united states, Political culture--united states, Culture politique, Minorités--activité politique, Multiculturalisme, Multiculturalisme--états-unis, Minorités--états-unis--activité politique, Culture politique--états-unis, Multiculturele samenlevingen, Culturele minderheden, Overheidsbeleid, Ethnic groups, United states, E184.a1 m84 1994, 305.8/00973, 08.45, 71.63"
Charles Taylor,Ruth  Abbey,0521805228,No description available,"Civil engineering, Juvenile literature, History, Civil engineering, juvenile literature"
Built To Last: Building America's Amazing Bridges  Dams  Tunnels  and Skyscrapers (Built to Last),George Sullivan,0439517370,No description available,"Modern Philosophy, Philosophy, modern, Philosophical anthropology"
The Art of the Start: The Time-Tested  Battle-Hardened Guide for Anyone Starting Anything,Guy Kawasaki,1591840562,No description available,"Business, Entrepreneurship, Empreendedorismo, Nonfiction, Criação de empresas, Empresas, New business enterprises, Unternehmensgründung, Création d'entreprise, Esprit d'entreprise, Small business, New business enterprises, planning, Hd62.5 .k38 2004, 658.1/1"
Mandala Sand Art Kit,Walter Foster Creative Team,1560107669,No description available,Unknown
The Death Shift: The True Story of Nurse Genene and the Texas Baby Murders,Peter Elkind,0451401964,No description available,Unknown
Turn of the Cards (Wild Cards  #12),George R.R. Martin/Victor Milán,0553561529,No description available,Unknown
Turn of the Cards,Georgina Grey,0449239691,No description available,Unknown
Dr. Seuss (First Biographies),Cheryl Carlson,0736850910,No description available,"Readers, Swimming pools, Juvenile fiction, Readers (Elementary), Language arts (Elementary), Fund raising, Preparatory schools, Loyalty, Swimming, Competitions, Friendship, Juvenile Wit and humor, Humorous stories, Schools, Fiction, School stories, Humorous fiction, Romans, nouvelles, etc. pour la jeunesse, Loyauté, Collecte de fonds, Amitié, Humour pour la jeunesse, Children's fiction, Swimming, fiction, Students, Boarding schools, Étudiants, Internats, Bruno Walton (Fictitious character), Boots O'Neal (Fictitious character)"
Go Jump in the Pool! (Macdonald Hall  #2),Gordon Korman,0590442090,No description available,"Seuss, dr., 1904-1991, juvenile literature, Authors, juvenile literature, Seuss, dr., 1904-1991, Authors, american"
Shipwreck (Island I),Gordon Korman/Holter Graham,0439023319,No description available,Unknown
The Pusher (87th Precinct  #3),Ed McBain,0752857932,No description available,"Fiction, Fiction in English, Police, 87th Precinct (Imaginary place), Large type books, Fiction, mystery & detective, general, Carella, steve (fictitious character), fiction, Eighty-seventh precinct (imaginary place), fiction, New york (state), fiction, Isola (imaginary place), fiction, Fiction, mystery & detective, police procedural, Mystery"
Eight Black Horses (87th Precinct  #38),Ed McBain/Mark T. Sullivan,0743463080,No description available,"Juvenile fiction, Shipwrecks, Adventure and adventurers, fiction, Shipwrecks, fiction, Children's fiction, Castaways, Survival after airplane accidents, shipwrecks, Islands, Naufragés, Romans, nouvelles, etc. pour la jeunesse, Survie après accidents d'avion, naufrages, Îles, Naufrages, Romans, Survival, Spanish language materials, Naufragios, Novela juvenil, Supervivencia (después de accidentes aéreos, naufragios, etc.), Survival, fiction"
Fiddlers (87th Precinct  #55),Ed McBain/Otto Penzler,0156032783,No description available,"Detective and mystery stories, Police, Fiction, Steve Carella (Fictitious character), 87th Precinct (Imaginary place), City and town life, Eighty-seventh precinct (imaginary place), fiction, Carella, steve (fictitious character), fiction, Fiction, mystery & detective, police procedural, Isola (imaginary place), fiction, New york (state), fiction, Carella, Steve (Fictitious character), New York Times reviewed"
The Last Dance (87th Precinct  #50),Ed McBain,0671025708,No description available,"Police, Serial murders, Open Library Staff Picks, Fiction, 87th Precinct (Imaginary place), Shooters of firearms, Steve Carella (Fictitious character), Carella, steve (fictitious character), fiction, Serial murders, fiction, Fiction, mystery & detective, general, Large type books, Eighty-seventh precinct (imaginary place), fiction, United states, fiction, Fiction, mystery & detective, police procedural, Crime, fiction, Detroit (mich.), fiction"
The Listener's Bible: NIV,Anonymous/Max McLean,1931047170,No description available,"Apologetics, Faith"
Information Technology for Management: Transforming Organizations in the Digital Economy,Efraim Turban/Dorothy Leidner/James C. Wetherbe/Ephraim McLean/Christy Cheung/Daniel Tse/Maggie Lew,0471705225,No description available,Unknown
A Search for What Makes Sense: Finding Faith,Brian D. McLaren/Steve Chalke,0310272661,No description available,Unknown
Police Brutality: An Anthology,Jill Nelson/Robin D.G. Kelley/Richard Austin/Flores Alexander Forbes/Ron Daniels/Frank Moss/Derrick A. Bell/Claude Andrew Clegg III/Katheryn K. Russell/Patricia J. Williams/Stanley Crouch/Ishmael Reed/Arthur Doye,0393321630,No description available,"Fathers, Fiction, Death, Security systems, Art museums, Security measures, Art thieves"
Reluctant Burglar (To Catch a Thief #1),Jill Elizabeth Nelson,1590526864,No description available,"Police, complaints against, Police, united states, Police brutality -- United States"
Q: The Autobiography of Quincy Jones,Quincy Jones,0767905105,No description available,Unknown
Mansion On The Hill: Dylan Young Geffen Springsteen and the Head-on-Collision of Rock and Commerce,Fred Goodman,0712645624,No description available,"Economic aspects, Economic aspects of Rock music, History and criticism, Rock music, Music, economic aspects, Rock music, history and criticism, Rock music, united states, Rock musicians"
Lady on the Hill: How Biltmore Estate Became an American Icon,Howard E. Covington Jr.,0471758183,No description available,"Buildings, structures, Conservation and restoration, Mansions, Historic buildings, Biltmore Estate (Asheville, N.C.), History, Historic buildings, united states, Asheville (n.c.)"
Hit Men: Power Brokers and Fast Money Inside the Music Business,Fredric Dannen/Erroll McDonald,0679730613,No description available,"Rock music, united states, Sound, recording and reproducing, Rock music, History and criticism, Sound recording industry, Sound recording executives and producers"
Savannah Blues (Weezie and Bebe Mysteries  #1),Mary Kay Andrews,0060519134,No description available,"Divorce, Fiction, Romantic suspense fiction, Suspense fiction, Western, Fiction, romance, general, Romantic suspense novels, Fiction, romance, suspense, Savannah (ga.), fiction, Large type books"
The Last Shogun: The Life of Tokugawa Yoshinobu,Ryōtarō Shiba/Juliet Winters Carpenter,1568363567,No description available,Unknown
Shōgun (Asian Saga  #1),James Clavell,0340766166,No description available,"Fiction, Historical fiction, History, Spanish language books, Fiction in English, Warlords, Adventure ficiton, Samurai, British in Japan, Catholic Church, Japan, fiction, Fiction, historical, general"
Whoreson,Donald Goines,0870679945,No description available,"Inner cities, African American criminals, Prostitution, Fiction, Prostituition, Fiction, thrillers, Fiction, thrillers, general, Fiction, general"
Crime Partners,Donald Goines,0870678817,No description available,"Fiction, African Americans, African American criminals, Fiction, general, Fiction, action & adventure"
Jonah's Gourd Vine,Zora Neale Hurston,0060916516,No description available,"African Americans, Fiction, American literature"
The Complete Stories,Zora Neale Hurston/Henry Louis Gates Jr./Sieglinde Lemke,0060921714,No description available,"African American authors, American Authors, American Novelists, Biography, Folklorists, History, Novelists,American, African American novelists, Romanciers américains, Biographies, Women and literature, Romancières américaines, Authors, american"
Zora Neale Hurston: A Literary Biography,Robert E. Hemenway/Alice Walker,0252008073,No description available,Unknown
Zora Neale Hurston: Critical Perspectives Past And Present (Amistad Literary Series),Henry Louis Gates Jr./Kwame Anthony Appiah,1567430287,No description available,Unknown
The Tarot Cafe  #1,Sang-Sun Park,1595325557,No description available,"Graphic novels, Comic books, strips, Tarot, Fiction, Paranormal fiction, Comics & graphic novels, manga, fantasy"
Photography's Other Histories,Christopher Pinney/Nicholas Peterson,0822331136,No description available,"Photography, history"
Photos of the Gods: The Printed Image and Political Struggle in India,Christopher Pinney,1861891849,No description available,"Hinduism, History, Idols and images, Photography, Phrinting, Political aspects, Political aspects of Idols and images, Political aspects of Photography, Politics and government, Printing, Religious aspects, Religious aspects of Photography, Printing, history, India, history, 20th century, Photography, history, India, politics and government, 1947-, Goden, Afbeeldingen (algemeen), Politieke onafhankelijkheid, Beeldende kunsten, Idoles et images, Aspect politique, Photographie, Imprimerie, Histoire, Aspect religieux, Hindouisme, Politique et gouvernement"
Antitrust Law,Richard A. Posner,0226675769,No description available,"Assassination, Assassinat, Mord, Assassinat de JFK, Moorden, Lawyers, biography, Kennedy, john f. (john fitzgerald), 1917-1963, assassination, Oswald, lee harvey, 1939-1963"
Case Closed: Lee Harvey Oswald and the Assassination of JFK,Gerald Posner,1400034620,No description available,"Antitrust law, Rechtseconomie, Droit, Antitrustwetgeving, Antitrustrecht, Concurrence, Mededingingsrecht, Law, united states"
Sex and Reason,Richard A. Posner,0674802802,No description available,Unknown
Law and Literature,Richard A. Posner,0674514718,No description available,"Motion picture plays, Motion picture playswoolf, virginia , 1882-1941, Film adaptations, Pn1997.o6433 p68 1994, 791.43/72, Orlando (Motion picture)"
Orlando: A Biography: Film Screenplay,Sally Potter/Virginia Woolf,0571172954,No description available,"English Romances, Fiction, Italian Epic poetry, Italian language, Knights and knighthood, Latin American literature, Medieval and modern Latin literature, Poetry, Readers, Roland (Legendary character), Romances, Translations from Italian, Translations into Bulgarian, Translations into English, Translations into Macedonian, Churches. [from old catalog], Antiquities, Italian poetry, Continental european fiction (fictional works by one author), Romance literature, Roland (legendary character)--romances, Pq4582.e5 a368 1975, 851/.3"
Orlando Furioso: Part Two,Ludovico Ariosto/Barbara Reynolds,014044310X,No description available,"Continental european fiction (fictional works by one author), Roland (legendary character), Romances, Literary criticism, European"
Orlando Furioso,Ludovico Ariosto/Guido Waldman,0192836773,No description available,"Legal stories, Law and literature, History and criticism, Law in literature, Legal stories -- History and criticism, Langage, Interpretation and construction, Interpretation, Droit d'auteur, Letterkunde, Droit et litterature, Droit, Law, Rechtstheorie, Legal literature, Droit dans la littérature, Droit et littérature, Rechtstaal"
A People's Tragedy: The Russian Revolution: 1891-1924,Orlando Figes,014024364X,No description available,Unknown
Alas  Babylon,Pat Frank,0060741872,No description available,"Survival, Survival skills, Fiction, Nuclear warfare, Long Now Manual for Civilization, Fiction, science fiction, general, Survival--fiction, Nuclear warfare--fiction, Ps3556.r33435 a43 2005, 813/.54, Florida, fiction, American Science fiction"
The South Beach Diet: The Delicious  Doctor-Designed  Foolproof Plan for Fast and Healthy Weight Loss,Arthur Agatston,1579546463,No description available,"Adaptations, Arthurian romances, Britons, Fiction, Fiction in English, Merlin (Legendary character), Wizards, Merlin (Personnage légendaire), Cycle d'Arthur, Magiciens, Merlijn (legendarische figuur), Arthurromans, Koning Arthur, Romans, nouvelles, The once and future king (White), Kings and rulers, King Arthur, History, Large type books, Fiction, science fiction, general, Merlin (Personaje legendario), Romances del Rey Arturo, Ficción, Hechiceros, English literature, Fiction, fantasy, general, Fiction, fantasy, historical, Adaptaciones"
On the Beach,Nevil Shute,1842322761,No description available,"Atomic Bomb, English Science fiction, Fiction, Literature, Nuclear warfare, Roman, Juvenile fiction, United States, United States. Navy, Fiction, science fiction, general, Science fiction, Rock music, discography"
The Book of Merlyn: The Unpublished Conclusion to The Once & Future King,T.H. White,0292707185,No description available,"Tables, Cooking, Reducing diets, Sugar content, Administration & dosage, Nutrition, Reducing Diet, Food, Diet, reducing, Índice glucémico, Dietas para adelgazar, Popular works, Glycemic Index, Carbohydrate content, Fat content, Dietary Carbohydrates, Methods, Weight loss, Cookery, Reducing diets, recipes, Diet, Food habits, Food, carbohydrate content, Recipes, Spanish language materials, Bantningsmat, Reducing diets., Glycemic index., Slankekure, Slankeretter, Ernæring, Opskrifter, Kostplaner, Kostvejledninger, Kulhydrater, Macrobiotic diet, Régimes amaigrissants, Index glycémique"
The Art of Happiness,Dalai Lama XIV/Howard C. Cutler,1573221112,No description available,Unknown
The Art of Happiness at Work,Dalai Lama XIV/Howard C. Cutler,0340831200,No description available,"Doctrines, Psychological aspects of Work, Work, Buddhism, Psychological aspects, Religious aspects of Happiness, Religious aspects of Work, Happiness, Self-actualization (psychology), Career development, Religious life, buddhism, Spirituality, Religious aspects"
Zen and the Art of Happiness,Chris Prentiss,0943015537,No description available,"Psychiatry, Mental illness, Mental Disorders, Psychology, Textbooks, Medical, General, Psychiatry - General, Medical / Psychiatry, Maladies mentales, Psychiatrie, Einführung, Rc454 .k35 2003, Wm 140 s126k 2002, 616.89"
Lovingkindness: The Revolutionary Art of Happiness,Sharon Salzberg/Jon Kabat-Zinn,1590301870,No description available,"Religious life, Zen Buddhism, Happiness, Doctrines, Zen buddhism, Religious life, buddhism, Religious aspects"
Kaplan & Sadock's Synopsis of Psychiatry: Behavioral Sciences/Clinical Psychiatry,Benjamin James Sadock/Virginia Alcott Sadock,0781731836,No description available,Unknown
How to Go to College Almost for Free  Updated,Ben R. Kaplan,0060937653,No description available,"Handbooks, manuals, Higher Education, Scholarships, Student aid, Scholarships -- United States -- Handbooks, manuals, etc, Education, Higher -- United States -- Handbooks, manuals, etc, Student aid -- United States -- Handbooks, manuals, etc, College costs, Universities and colleges, finance"
Australia,Kate Hemphill/Zoë Ross/Louise Bostock Lang,0756615690,No description available,"Guidebooks, Australia, guidebooks"
Let's Go Australia on a Budget,Let's Go Inc.,031236086X,No description available,Unknown
National Geographic Traveler: Australia,Roff Smith,0792238931,No description available,"Australia, description and travel, Australia -- Guidebooks"
Moll Flanders,Daniel Defoe/Mark Schorer/Georgina Sutton,1853260738,No description available,"Fiction, Social life and customs, Criminals, English Picaresque literature, English Adventure stories, Women, Children of prisoners, Prostitutes, Repentance, British, Exile (Punishment), Prostitution, Fiction in Spanish, English fiction, Classic Literature, British and irish fiction (fictional works by one author), London (england), fiction, Virginia, fiction, Criminals, fiction, Fiction, action & adventure, The fortunes and misfortunes of the famous Moll Flanders, Manners and customs, Fiction, general, History, Female offenders, Texts, Criticism and interpretation, English literature, Criminelles, Romans, nouvelles, German, Dictionaries, English language, Korean, Drama, Fortune hunters, Brigands and robbers, General, French, Scottish Chapbooks, Women adventurers, Chapbooks, Specimens, English Chapbooks, Large type books, Fiction, classics, Fiction, coming of age, Enfants de prisonniers, Britanniques, Bannissement, Prostituées, Repentir, Criminels, Femmes, Roman anglais, Children of criminals, Mœurs et coutumes, Guidebooks, Children's fiction, Women, fiction, Adventure and adventurers, fiction, Chronology, Bibliography, Children of prisoners--fiction, British--virginia--fiction, Exile (punishment)--fiction, Prostitutes--fiction, Repentance--fiction, Criminals--fiction, Women--fiction, Pr3404 .m6 2005b, 823/.5"
Moll Flanders,Daniel Defoe/Virginia Woolf,0375760105,No description available,"Fiction, Social life and customs, Criminals, English Picaresque literature, English Adventure stories, Women, Children of prisoners, Prostitutes, Repentance, British, Exile (Punishment), Prostitution, Fiction in Spanish, English fiction, Classic Literature, British and irish fiction (fictional works by one author), London (england), fiction, Virginia, fiction, Criminals, fiction, Fiction, action & adventure, The fortunes and misfortunes of the famous Moll Flanders, Manners and customs, Fiction, general, History, Female offenders, Texts, Criticism and interpretation, English literature, Criminelles, Romans, nouvelles, German, Dictionaries, English language, Korean, Drama, Fortune hunters, Brigands and robbers, General, French, Scottish Chapbooks, Women adventurers, Chapbooks, Specimens, English Chapbooks, Large type books, Fiction, classics, Fiction, coming of age, Enfants de prisonniers, Britanniques, Bannissement, Prostituées, Repentir, Criminels, Femmes, Roman anglais, Children of criminals, Mœurs et coutumes, Guidebooks, Children's fiction, Women, fiction, Adventure and adventurers, fiction, Chronology, Bibliography, Children of prisoners--fiction, British--virginia--fiction, Exile (punishment)--fiction, Prostitutes--fiction, Repentance--fiction, Criminals--fiction, Women--fiction, Pr3404 .m6 2005b, 823/.5"
The Leatherstocking Tales  Vol. 2: The Pathfinder / The Deerslayer,James Fenimore Cooper/Blake Nevius,0940450216,No description available,"Adventure stories, Ficción, Fiction, Frontier and pioneer life, Historia, Historical fiction, History, Indians of North America, Indios de América del Norte, Juvenile fiction, Mohegan Indians, Natty Bumppo (Fictitious character), Novela histórica, Relatos de aventura, United States French and Indian War, 1755-1763, open_syllabus_project, Adventure fiction, French and Indian War (United States : 1754-1763) fast (OCoLC)fst01800886, Roman, Mohegan (Indiens), French and Indian War, 1755-1763, Dictionaries, English language, French, Spanish, Classic Literature, Chinese, United states, history, french and indian war, 1755-1763, fiction, Bumppo, natty (fictitious character), fiction, American fiction (fictional works by one author), Fiction, historical, Large type books, Native Americans, Frontier and pioneer life, fiction, Fiction, historical, general, Fiction, war & military, Indians of north america, fiction, Textbooks for foreign speakers, Readers for new literates, Comic books, strips, Graphic novels, Bandes dessinées, Histoire, Romans graphiques, Adaptations, Natty Bumppo (Fictional character), Adventure graphic novels, Children's fiction, Romans, nouvelles, Drama, Comics & graphic novels, general, American literature, Adventure and adventurers, fiction, Fiction, general, Indians, Mohikaner, Untergang, Fiction, action & adventure, Readers (Primary), Bumppo, Natty (Fictitious character), Bumppo, Natty (Fictitious character) -- Fiction, Mohegan Indians -- Fiction, Frontier and pioneer life -- Fiction, United States -- History -- French and Indian War, 1754-1763 -- Fiction, United States, Land tenure, Economic conditions, Commerce"
The Last of the Mohicans (The Leatherstocking Tales #2),James Fenimore Cooper,0553213296,No description available,"Fiction, History, Indians of North America, American Historical fiction, Natty Bumppo (Fictitious character), Bumppo, Natty (Fictitious character), Historical fiction, American, Bumppo, natty (fictitious character), fiction, American fiction (fictional works by one author), Fiction, historical, general"
A River Runs Through It,Norman Maclean/Barry Moser,0226500608,No description available,Unknown
