"Walker","Abena","Beyond Theory: A Blueprint to Implement African-Centered Education","","null"
"Johnson","Kathleen Jeffrie","Target","Why had the men chosen him? Savagely violated by two strangers, sixteen-year-old Grady West retreats into silence. Some hells just can't be shared. Searing and powerful, Target shows that people can go through unspeakable things and emerge whole-- and sometimes your friends can save you. Another ""provocative tale"" ( Booklist ) by Kathleen Jeffrie Johnson, author of The Parallel Universe of Liars .","nullYoung Adult, Abuse, Contemporary, LGBT, Realistic Fiction, Fiction, Queer"
"Newman","Lesléa","Heather Has Two Mommies","Originally self-published in 1989, Heather Has Two Mommies became the first title in Alyson's newly formed Alyson Wonderland imprint in 1990. The simple and straightforward story of a little girl named Heather and her two lesbian mothers was created by Newman and illustrator Diana Souza because children's books that reflected a nontraditional family did not exist, but a firestorm of controversy soon ensued. Attacked by the religious right, lambasted by Jesse Helms from the floor of the U.S. Senate, and stolen from library shelves, it was an uphill battle for Heather. Thanks to the overwhelming support of booksellers, librarians, parents, and children, however, Heather Has Two Mommies has sold over 35,000 copies, launched a minor industry in providing books for the children of gay and lesbian parents and, as attested to by a recent cartoon, become part of the cultural lexicon. In response to teacher and librarian concerns, the often controversial artificial insemination section has been removed for the tenth anniversary edition, making Heather more accessible to younger children, while maintaining the central message of love and acceptance that has endeared the book to countless readers. After all, as Molly, Heather's beloved teacher points out, ""The most important thing about a family is that all the people in it love each other"".","nullLGBT, Picture Books, Banned Books, Childrens, Fiction, Family, Queer"
"Medina","Meg","Yaqui Delgado Wants to Kick Your Ass","In Meg Medina's compelling novel, a Latina teen is targeted by a bully at her new school - and must discover resources she never knew she had.  One morning before school, some girl tells Piddy Sanchez that Yaqui Delgado hates her and wants to kick her ass. Piddy doesn't even know who Yaqui is, never mind what she's done to piss her off. Word is that Yaqui thinks Piddy is stuck-up, shakes her stuff when she walks, and isn't Latin enough with her white skin, good grades, and no accent. And Yaqui isn't kidding around, so Piddy better watch her back.  At first Piddy is more concerned with trying to find out more about the father she's never met and how to balance honors courses with her weekend job at the neighborhood hair salon. But as the harassment escalates, avoiding Yaqui and her gang starts to take over Piddy's life. Is there any way for Piddy to survive without closing herself off or running away? In an all-too-realistic novel, Meg Medina portrays a sympathetic heroine who is forced to decide who she really is.","nullYoung Adult, Realistic Fiction, Fiction, Contemporary, Teen, Audiobook, Family"
"Hinton","S. E.","The Outsiders","No one ever said life was easy. But Ponyboy is pretty sure that he's got things figured out. He knows that he can count on his brothers, Darry and Sodapop. And he knows that he can count on his friends - true friends who would do anything for him, like Johnny and Two-Bit. And when it comes to the beating up on ""greasers"" like him and his friends - he knows that he can count on them for trouble. But one night someone takes things too far, and Ponyboy's world is turned upside down...","nullClassics, Young Adult, Fiction, School, Read For School, Coming Of Age, Realistic Fiction"
"James","E. L.","Fifty Shades of Grey (Fifty Shades Series)","","null"
"Rhodes","Jewell Parker","Ghost Boys","Twelve-year-old Jerome is shot by a police officer who mistakes his toy gun for a real threat. As a ghost, he observes the devastation that’s been unleashed on his family and community in the wake of what they see as an unjust and brutal killing.  Soon Jerome meets another ghost: Emmett Till, a boy from a very different time but similar circumstances. Emmett helps Jerome process what has happened, on a journey towards recognizing how historical racism may have led to the events that ended his life. Jerome also meets Sarah, the daughter of the police officer, who grapples with her father’s actions.","nullMiddle Grade, Young Adult, Fiction, Realistic Fiction, Historical Fiction, Contemporary, Social Justice"
"Cooper","Floyd","Max and the Tag-Along Moon","Has the moon ever followed you home at night?  Max loves his grandpa. When they must say good-bye after a visit, Grandpa reminds Max that the moon above them at Grandpa’s house is the same moon that will follow him all the way home. And on that swervy-curvy car ride back home Max smiles as the moon tags along, thinking of Grandpa. But when the sky darkens and the moon disappears behind clouds, Max worries that it did not follow him home after all. Yet when the clouds part and light streams through his window, he realizes that Grandpa was right—the moon was with him all along.Floyd Cooper received the Coretta Scott King Award for , two Coretta Scott King Honors for  and , and an NAACP image award. His books have also been named to numerous best books list and been given many Parents Choice Awards.  In , his lush paintings perfectly capture the wonder of the moon, the love between grandfather and grandson, and that feeling of magic every child experiences when the moon follows him home.   ","nullPicture Books, Childrens, Family, Fiction, Storytime, African American, Love"
"Tonatiuh","Duncan","Separate Is Never Equal: Sylvia Mendez and Her Family’s Fight for Desegregation","Almost 10 years before Brown vs. Board of Education, Sylvia Mendez and her parents helped end school segregation in California. An American citizen of Mexican and Puerto Rican heritage who spoke and wrote perfect English, Mendez was denied enrollment to a “Whites only” school. Her parents took action by organizing the Hispanic community and filing a lawsuit in federal district court. Their success eventually brought an end to the era of segregated education in California.","nullPicture Books, Nonfiction, History, Biography, Childrens, Cultural, Historical"
"Nardo","Don","Understanding Gender Identity","This book explains the nature of gender dysphoria, its causes, what living with it is like, and whether it can be treated or cured.","nullNonfiction"
"Schwenke","Chloe","SELF-ish: A Transgender Awakening","A moving memoir of a remarkable transgender woman’s life, from her childhood in a military family, an architectural career in Africa, a spiritual journey as a Quaker, and her service as a political appointee under President Obama.  SELF-ish is a narrative drawn from an international life, beginning with some early glimpses out at the world by a girl in a boy’s body. Chloe Schwenke was raised as Stephen in a Marine Corps family, and was sent off at age fourteen to “man-up” at a military academy. Later—and still embodied as a man—she ventured abroad to work in some of the roughest regions of Africa, the Gaza Strip, Turkey, and many other locales. Her far-flung global journey was matched in intensity by an inner identity and spiritual struggle and the associated ravages of depression, before she came to the revelation of being a transgender woman. At a time when many Americans are just waking up to the reality of the transgender phenomenon, this portrayal of Chloe’s life, her challenging gender transition, and her many accomplishments and adventures along the way (including being among the first three transgender political appointees in U.S. history, under President Obama), creates a poignant story of authenticity, self-discovery, and the meaning of gender set against a fascinating international backdrop.","nullMemoir, Nonfiction, LGBT, Feminism, Queer, Transgender"
"Finch","Michelle","Phoenix Goes to School: A Story to Support Transgender and Gender Diverse Children","My Mommy tells me I'm perfect and to be brave.  ""You know who you are,"" she says,  ""Just be yourself and always listen to your heart.""  With those words of encouragement from her Mom, Phoenix is preparing for her first day of school. She is excited but scared of being bullied because of her gender identity and expression. Yet when she arrives at school she finds help and support from teachers and friends, and finds she is brave enough to talk to other kids about her gender!  This is an empowering and brightly-illustrated children's book for children aged 3+ to help children engage with gender identity in a fun, uplifting way. It supports trans children who are worried about being bullied or misunderstood.","nullLGBT, Picture Books, Childrens, Transgender, Gender, School, Nonfiction"
"Specksgoor","Meg","I Am Water","Hannah works as the only female river-rafting guide in her closed-minded small town. Labeled a tomboy, she often struggles to reconcile the way she fits into normal gender stereotypes. Hannah meets Ezra, who blurs the lines between woman and man. They begin an exciting new relationship, but soon Ezra starts pushing Hannah's limits and her definition of love.","nullYoung Adult, LGBT, Poetry, Queer"
"Leff","Carrie","Celebrate Your Body 2: The Ultimate Puberty Book for Preteen and Teen Girls","",""
"Schusterman","Michelle","Spotlight on Coding Club! (Girls Who Code Series)","2 Hours and 51 Minutes  Perfect for fans of The Babysitters Club and anyone interested in computer science, this series is published in partnership with the organization Girls Who Code!  It's almost time for the talent show at school, and Erin couldn't be more excited. It's her time to take center stage! Plus, she and her friends from coding club are putting together an awesome coding program for the show.  But Erin has a big secret: she has anxiety. And when things start piling up at home and school, she starts having trouble handling everything. Her friends from coding club have always been there for her, but will they be as understanding when the going gets tough? Sometimes in coding--like in friendship--things don't go exactly as planned, but the outcome can be even better than you'd imagined.","nullMiddle Grade, Coding, Realistic Fiction, Childrens"
"Philippe","Ben","The Field Guide to the North American Teenager","William C. Morris YA Debut Award Winner!   A hilarious YA contemporary realistic novel about a witty Black French Canadian teen who moves to Austin, Texas, and experiences the joys, clichés, and awkward humiliations of the American high school experience—including falling in love. Perfect for fans of Nicola Yoon, When Dimple Met Rishi, and John Green. This young adult novel is an excellent choice for accelerated tween readers in grades 7 to 8, especially during homeschooling. It’s a fun way to keep your child entertained and engaged while not in the classroom.   Norris Kaplan is clever, cynical, and quite possibly too smart for his own good. A Black French Canadian, he knows from watching American sitcoms that those three things don’t bode well when you are moving to Austin, Texas.  Plunked into a new high school and sweating a ridiculous amount from the oppressive Texas heat, Norris finds himself cataloging everyone he the Cheerleaders, the Jocks, the Loners, and even the Manic Pixie Dream Girl. Making a ton of friends has never been a priority for him, and this way he can at least amuse himself until it’s time to go back to Canada, where he belongs.  Yet against all odds, those labels soon become actual people to Norris…like loner Liam, who makes it his mission to befriend Norris, or Madison the beta cheerleader, who is so nice that it has to be a trap. Not to mention Aarti the Manic Pixie Dream Girl, who might, in fact, be a real love interest in the making.  But the night of the prom, Norris screws everything up royally. As he tries to pick up the pieces, he realizes it might be time to stop hiding behind his snarky opinions and start living his life—along with the people who have found their way into his heart.","nullYoung Adult, Contemporary, Fiction, Realistic Fiction, Audiobook, Humor, Romance"
"Sanchez","Alex","Rainbow High (Rainbow Trilogy Series)","Jason Carrillo, the best-looking athlete in school, has had his eyes on the prize from day one: a scholarship for college. But then his eyes turn to love -- and Kyle. Kyle Meeks, swim team star and all-around good guy, is finally in the relationship he wanted. Being in love feels so good, in fact, that he can't imagine giving it up to go to Princeton. Something he's worked for his entire life. Nelson Glassman, outgoing and defiant, might be HIV positive. Jeremy, the boy he loves, is HIV positive. Although Nelson fears testing positive, if he is infected Jeremy might stop protecting him and pushing him away.","nullYoung Adult, LGBT, Gay, Romance, Fiction, Queer, Realistic Fiction"
"Jones","Kelly","Unusual Chickens for the Exceptional Poultry Farmer (Unusual Chickens Series)","Fans of Polly Horvath or Roald Dahl will love this quirky story of a determined girl, and some extraordinary chickens.   Twelve-year-old Sophie Brown feels like a fish out of water when she and her parents move from Los Angeles to the farm they’ve inherited from a great-uncle. But farm life gets more interesting when a cranky chicken appears and Sophie discovers the hen can move objects with the power of her little chicken brain: jam jars, the latch to her henhouse, the entire henhouse....   And then more of her great-uncle’s unusual chickens come home to roost. Determined, resourceful Sophie learns to care for her flock, earning money for chicken feed, collecting eggs. But when a respected local farmer tries to steal them, Sophie must find a way to keep them (and their superpowers) safe.   Told in letters to Sophie’s quizzes, a chicken-care correspondence course, to-do lists, and more, is a quirky, clucky classic in the making.","nullMiddle Grade, Fantasy, Humor, Animals, Childrens, Fiction, Magical Realism"
"Blake","Ashley Herring","Girl Made of Stars","Girl Made of Stars is a timely, emotionally gripping story about facing hard truths of consent and victim blaming in the aftermath of sexual assault, while shining a light on the story of a survivor with sensitivity and hope. For fans of Girl in Pieces and The Way I Used to Be.  Mara and Owen are as close as twins can get, so when Mara’s friend Hannah accuses Owen of rape, Mara doesn't know what to think. Can her brother really be guilty of such a violent act? Torn between her family and her sense of right and wrong, Mara feels lost, and it doesn’t help that things are strained with her ex-girlfriend, Charlie. As Mara, Hannah, and Charlie come together in the aftermath of this terrible crime, Mara must face a trauma from her own past and decide where Charlie fits into her future.  Confronting difficult questions surrounding consent, victim blaming, and sexual assault, Girl Made of Stars is a timely, emotionally gripping novel that shines a light on the story of a survivor with sensitivity and hope.  ","nullYoung Adult, Contemporary, LGBT, Fiction, Queer, Romance, Lesbian"
"O'Donoghue","Caroline","All Our Hidden Gifts (All Our Hidden Gifts Series)","Maeve’s strangely astute tarot readings make her the talk of the school, until a classmate draws a chilling and unfamiliar card—and then disappears.  After Maeve finds a pack of tarot cards while cleaning out a closet during her in-school suspension, she quickly becomes the most sought-after diviner at St. Bernadette’s Catholic school. But when Maeve’s ex–best friend, Lily, draws an unsettling card called The Housekeeper that Maeve has never seen before, the session devolves into a heated argument that ends with Maeve wishing aloud that Lily would disappear. When Lily isn’t at school the next Monday, Maeve learns her ex-friend has vanished without a trace.  Shunned by her classmates and struggling to preserve a fledgling romance with Lily’s gender-fluid sibling, Roe, Maeve must dig deep into her connection with the cards to search for clues the police cannot find—even if they lead to the terrifying Housekeeper herself. Set in an Irish town where the church’s tight hold has loosened and new freedoms are trying to take root, this sharply contemporary story is witty, gripping, and tinged with mysticism.","nullFantasy, Young Adult, LGBT, Queer, Fiction, Paranormal, Witches"
"Roux","Madeleine","House of Furies (House of Furies Series)","After escaping a harsh school where punishment was the lesson of the day, seventeen-year-old Louisa Ditton is thrilled to find employment as a maid at a boarding house. But soon after her arrival at Coldthistle House, Louisa begins to realize that the house’s mysterious owner, Mr. Morningside, is providing much more than lodging for his guests. Far from a place of rest, the house is a place of judgment, and Mr. Morningside and his unusual staff are meant to execute their own justice on those who are past being saved.  Louisa begins to fear for a young man named Lee who is not like the other guests. He is charismatic and kind, and Louisa knows that it may be up to her to save him from an untimely judgment. But in this house of distortions and lies, how can Louisa be sure whom to trust?","nullHorror, Young Adult, Fantasy, Paranormal, Historical Fiction, Gothic, Mystery"
"Couch","Robbie","The Sky Blues","",""
"Cronn-Mills","Kirstin","Striving for Equality: LGBTQ Athletes Claim the Field","""Hope is found in the past fir present and future athletes who identify as lesbian, gay, bisexual, questioning/queen, or other.  In clear, readable text, the author details prejudices faced by athletes whose gender identity does not conform with their biological sex, are romantically and sexually attracted to individuals of the same gender, or are questioning their gender identity and sexual orientation. In an effort to help break down these prejudices, multiple examples of LGBTQ athletes are presented...The positive tone and multitude of examples create optimistic belief that LGBTQ athletes will be able to be true to themselves while competing in their chosen sport."" - Kirkus, June 1 2016","nullNonfiction, Sports, LGBT, Banned Books, Transgender, Queer"
"Gold","Susan Dudley","Roe v. Wade: A Woman's Choice?","Among the moral value issues that divide Americans there may be no sharper point of disagreement than over the subject of a woman's right to choose to carry a baby to full term or abort the pregnancy. The United States Supreme Court in the landmark ""Roe v","null"
"Mesrobian","Carrie","Cut Both Ways","Will Caynes never has been good with girls. At seventeen, he’s still waiting for his first kiss. He’s certainly not expecting it to happen in a drunken make-out session with his best friend, Angus. But it does and now Will’s conflicted—he knows he likes girls, but he didn’t exactly hate kissing a guy.  Then Will meets Brandy, a cute and easy-to-talk-to sophomore. He’s totally into her too—which proves, for sure, that he’s not gay. So why does he keep hooking up with Angus on the sly?  Will knows he can’t keep seeing both of them, but besides his new job in a diner, being with Brandy and Angus are the best parts of his whole messed-up life. His divorced parents just complicate everything. His father, after many half-baked business ventures and endless house renovations, has started drinking again. And his mom is no help—unless loading him up with a bunch of stuff he doesn’t need plus sticking him with his twin half-sisters counts as parenting. He’s been bouncing between both of them for years, and neither one feels like home.  Deciding who to love, who to choose, where to live. Whichever way Will goes, someone will get hurt. Himself, probably the most.","nullLGBT, Young Adult, Contemporary, Romance, Realistic Fiction, Fiction, Gay"
"Slater","Dashka","The 57 Bus: A True Story of Two Teenagers and the Crime That Changed Their Lives","One teenager in a skirt. One teenager with a lighter. One moment that changes both of their lives forever.  If it weren't for the 57 bus, Sasha and Richard never would have met. Both were high school students from Oakland, California, one of the most diverse cities in the country, but they inhabited different worlds. Sasha, a white teen, lived in the middle-class foothills and attended a small private school. Richard, a black teen, lived in the crime-plagued flatlands and attended a large public one. Each day, their paths overlapped for a mere eight minutes. But one afternoon on the bus ride home from school, a single reckless act left Sasha severely burned, and Richard charged with two hate crimes and facing life imprisonment. The case garnered international attention, thrusting both teenagers into the spotlight.","nullNonfiction, LGBT, True Crime, Audiobook, Crime, Social Justice, Queer"
"Gottfred","B. T.","Forever for a Year","When Carolina and Trevor meet on their first day of school, something draws them to each other.  They gradually share first kisses, first touches, first sexual experiences.  When they’re together, nothing else matters. But one of them will make a choice, and the other a mistake, that will break what they thought was unbreakable. Both will wish that they could fall in love again for the first time . . . but first love, by definition, can’t happen twice.  Told in Carolina and Trevor's alternating voices, this is an up-close-and-personal story of two teenagers falling in love for the first time, and discovering it might not last forever.","nullYoung Adult, Romance, Contemporary, Fiction, Teen, Realistic Fiction, Banned Books"
"Laird","Elizabeth","A Little Piece of Ground","A Little Piece Of Ground will help young readers understand more about one of the worst conflicts afflicting our world today.  Written by Elizabeth Laird, one of Great Britain’s best-known young adult authors, A Little Piece Of Ground explores the human cost of the occupation of Palestinian lands through the eyes of a young boy.  Twelve-year-old Karim Aboudi and his family are trapped in their Ramallah home by a strict curfew. In response to a Palestinian suicide bombing, the Israeli military subjects the West Bank town to a virtual siege. Meanwhile, Karim, trapped at home with his teenage brother and fearful parents, longs to play football with his friends.  When the curfew ends, he and his friend discover an unused patch of ground that’s the perfect site for a football pitch. Nearby, an old car hidden intact under bulldozed building makes a brilliant den. But in this city there’s constant danger, even for schoolboys. And when Israeli soldiers find Karim outside during the next curfew, it seems impossible that he will survive.  This powerful book fills a substantial gap in existing young adult literature on the Middle East.","nullFiction, Young Adult, Historical Fiction, Middle Grade, War, Childrens, Sports"
"Ramos","NoNieqa","The Truth Is","A powerful exploration of love, identity, and self-worth through the eyes of a fierce, questioning Puerto Rican teen.  Fifteen-year-old Verdad doesn't think she has time for love. She's still struggling to process the recent death of her best friend, Blanca; dealing with the high expectations of her hardworking Puerto Rican mother and the absence of her remarried father; and keeping everyone at a distance. But when she meets Danny, a new guy at school--who happens to be trans--all bets are off. Verdad suddenly has to deal with her mother's disapproval of her relationship with Danny as well as her own prejudices and questions about her identity, and Danny himself, who is comfortable in his skin but keeping plenty of other secrets.","nullYoung Adult, LGBT, Contemporary, Romance, Queer, Realistic Fiction, Fiction"
"Dunbar-Ortiz","Roxanne","An Indigenous Peoples' History of the United States","The first history of the United States told from the perspective of indigenous peoples  Today in the United States, there are more than five hundred federally recognized Indigenous nations comprising nearly three million people, descendants of the fifteen million Native people who once inhabited this land. The centuries-long genocidal program of the US settler-colonial regimen has largely been omitted from history. Now, for the first time, acclaimed historian and activist Roxanne Dunbar-Ortiz offers a history of the United States told from the perspective of Indigenous peoples and reveals how Native Americans, for centuries, actively resisted expansion of the US empire.  With growing support for movements such as the campaign to abolish Columbus Day and replace it with Indigenous Peoples’ Day and the Dakota Access Pipeline protest led by the Standing Rock Sioux Tribe, is an essential resource providing historical threads that are crucial for understanding the present. In An Indigenous Peoples’ History of the United States, Dunbar-Ortiz adroitly challenges the founding myth of the United States and shows how policy against the Indigenous peoples was colonialist and designed to seize the territories of the original inhabitants, displacing or eliminating them. And as Dunbar-Ortiz reveals, this policy was praised in popular culture, through writers like James Fenimore Cooper and Walt Whitman, and in the highest offices of government and the military. Shockingly, as the genocidal policy reached its zenith under President Andrew Jackson, its ruthlessness was best articulated by US Army general Thomas S. Jesup, who, in 1836, wrote of the Seminoles: “The country can be rid of them only by exterminating them.”  Spanning more than four hundred years, this classic bottom-up peoples’ history radically reframes US history and explodes the silences that have haunted our national narrative.  is a 2015 PEN Oakland-Josephine Miles Award for Excellence in Literature.","nullHistory, Nonfiction, Indigenous, Social Justice, Race, Native American, Audiobook"
"Morrison","Toni","Beloved","Staring unflinchingly into the abyss of slavery, this spellbinding novel transforms history into a story as powerful as Exodus and as intimate as a lullaby.  Sethe, its protagonist, was born a slave and escaped to Ohio, but eighteen years later she is still not free. She has too many memories of Sweet Home, the beautiful farm where so many hideous things happened. And Sethe's new home is haunted by the ghost of her baby, who died nameless and whose tombstone is engraved with a single word: Beloved. Filled with bitter poetry and suspense as taut as a rope, Beloved is a towering achievement by Nobel Prize laureate Toni Morrison.","nullFiction, Classics, Historical Fiction, Magical Realism, Historical, Literature, School"
"Tonatiuh","Duncan","Soldier for Equality: José de la Luz Sáenz and the Great War","",""
"London","Alex","Proxy (Proxy Series)","","null"
"Bruchac","Joseph","Two Roads","A boy discovers his Native American heritage in this Depression-era tale of identity and friendship by the author of Code Talker  It's 1932, and twelve-year-old Cal Black and his Pop have been riding the rails for years after losing their farm in the Great Depression. Cal likes being a knight of the road with Pop, even if they're broke. But then Pop has to go to Washington, DC--some of his fellow veterans are marching for their government checks, and Pop wants to make sure he gets his due--and Cal can't go with him. So Pop tells Cal something he never knew before: Pop is actually a Creek Indian, which means Cal is too. And Pop has decided to send Cal to a government boarding school for Native Americans in Oklahoma called the Challagi School.  At school, the other Creek boys quickly take Cal under their wings. Even in the harsh, miserable conditions of the Bureau of Indian Affairs boarding school, he begins to learn about his people's history and heritage. He learns their language and customs. And most of all, he learns how to find strength in a group of friends who have nothing beyond each other.","nullHistorical Fiction, Middle Grade, Historical, Native American, Fiction, Indigenous, Young Adult"
"Faruqi","Saadia","Yasmin the Librarian (Yasmin Series)","It is library day and helper Yasmin is busy shelving books, but suddenly she discovers that her own special book is missing prompting her to calmly retrace her steps.","nullChildrens, Picture Books, School, Fiction, Chapter Books, Books About Books, Realistic Fiction"
"Sanchez","Alex","Rainbow Road (Rainbow Trilogy Series)","",""
"Oseman","Alice","Heartstopper: Volume Two (Heartstopper Series)","Nick and Charlie are best friends. Nick knows Charlie's gay, and Charlie is sure that Nick isn't.  But love works in surprising ways, and Nick is discovering all kinds of things about his friends, his family ... and himself.","nullGraphic Novels, LGBT, Young Adult, Queer, Contemporary, Comics, Fiction"
"Banaji","Mahzarin R.","Blindspot: Hidden Biases of Good People","“Accessible and authoritative . . . While we may not have much power to eradicate our own prejudices, we can counteract them. The first step is to turn a hidden bias into a visible one. . . . What if we’re not the magnanimous people we think we are?”— The Washington Post  I know my own mind. I am able to assess others in a fair and accurate way.  These self-perceptions are challenged by leading psychologists Mahzarin R. Banaji and Anthony G. Greenwald as they explore the hidden biases we all carry from a lifetime of exposure to cultural attitudes about age, gender, race, ethnicity, religion, social class, sexuality, disability status, and nationality.  “Blindspot” is the authors’ metaphor for the portion of the mind that houses hidden biases. Writing with simplicity and verve, Banaji and Greenwald question the extent to which our perceptions of social groups—without our awareness or conscious control—shape our likes and dislikes and our judgments about people’s character, abilities, and potential.  In Blindspot, the authors reveal hidden biases based on their experience with the Implicit Association Test, a method that has revolutionized the way scientists learn about the human mind and that gives us a glimpse into what lies within the metaphoric blindspot.  The title’s “good people” are those of us who strive to align our behavior with our intentions. The aim of Blindspot is to explain the science in plain enough language to help well-intentioned people achieve that alignment. By gaining awareness, we can adapt beliefs and behavior and “outsmart the machine” in our heads so we can be fairer to those around us. Venturing into this book is an invitation to understand our own minds.  Brilliant, authoritative, and utterly accessible, Blindspot is a book that will challenge and change readers for years to come.  Praise for Blindspot  “Conversational . . . easy to read, and best of all, it has the potential, at least, to change the way you think about yourself.” —Leonard Mlodinow, The New York Review of Books  “Banaji and Greenwald deserve a major award for writing such a lively and engaging book that conveys an important Mental processes that we are not aware of can affect what we think and what we do. Blindspot is one of the most illuminating books ever written on this topic.” —Elizabeth F. Loftus, Ph.D., distinguished professor, University of California, Irvine; past president, Association for Psychological Science; author of Eyewitness Testimony","nullNonfiction, Psychology, Science, Anti Racist, Race, Social Justice, Sociology"
"Hutchinson","Shaun David","We Are the Ants","From the author of The Five Stages of Andrew Brawley comes a brand-new novel about a teenage boy who must decide whether or not the world is worth saving.  Henry Denton has spent years being periodically abducted by aliens. Then the aliens give him an ultimatum: The world will end in 144 days, and all Henry has to do to stop it is push a big red button.  Only he isn’t sure he wants to.  After all, life hasn’t been great for Henry. His mom is a struggling waitress held together by a thin layer of cigarette smoke. His brother is a jobless dropout who just knocked someone up. His grandmother is slowly losing herself to Alzheimer’s. And Henry is still dealing with the grief of his boyfriend’s suicide last year.  Wiping the slate clean sounds like a pretty good choice to him.  But Henry is a scientist first, and facing the question thoroughly and logically, he begins to look for pros and cons: in the bully who is his perpetual one-night stand, in the best friend who betrayed him, in the brilliant and mysterious boy who walked into the wrong class. Weighing the pain and the joy that surrounds him, Henry is left with the ultimate choice: push the button and save the planet and everyone on it…or let the world—and his pain—be destroyed forever.","nullYoung Adult, LGBT, Contemporary, Science Fiction, Fiction, Queer, Romance"
"Sidney II","Ronnie","Tameka's New Dress","When you’re the new girl in school it can be a little scary. It’s even tougher when your parents aren’t there to help. Some of the kids might be friendly but what about that mean girl who’s always picking on you? The author brings up the subjects of childhood trauma, parental substance abuse, kinship care and bullying with a gentle touch suitable for even the youngest children. Tameka’s New Dress shines a light on these tough things and lays them out on the table to talk about. He also presents us with a strong girl in Tameka, who not only finds adults who can and do support her, but also finds a way to confront her bullies without becoming a bully herself. Real tips for real life situations are presented here – just what real little children need - a great addition to the library shelves.","nullChildrens"
"Allison","Anthony","Hear These Voices: Youth at the Edge of the Millennium","",""
"Rosin","Lindsey","Cherry","In this honest, frank, and funny debut novel, four best friends make a pact during their senior year of high school to lose their virginities—and end up finding friendship, love, and self-discovery along the way.  To be honest, the sex pact wasn’t always part of the plan.  Layla started it. She announced it super casually to the rest of the girls between bites of frozen yogurt, as if it was just simply another addition to her massive, ever-evolving To Do List. She is determined to have sex for the first time before the end of high school. Initially, the rest of the crew is scandalized, but, once they all admit to wanting to lose their v-cards too, they embark on a quest to do the deed together... separately.  Layla’s got it in the bag. Her serious boyfriend, Logan, has been asking for months.  Alex has already done it. Or so she says.  Emma doesn’t know what the fuss is all about, but sure, she’ll give it a shot.  And Zoe, well, Zoe can’t even say the word without bursting into giggles.  Will everything go according to plan? Probably not. But at least the girls have each other every hilarious, heart-warming, cringe-inducing step of the way.  From debut author Lindsey Rosin, is a coming-of-age, laugh-out-loud tale of first times, last chances, and the enduring friendships that make it all worthwhile.","nullYoung Adult, Contemporary, Romance, LGBT, Fiction, Chick Lit, Realistic Fiction"
"Westerfeld","Scott","Afterworlds (Afterworlds Series)","","null"
"Glines","Abbi","Until Friday Night (The Field Party Series)","","null"
"Alexander","Michelle","The New Jim Crow: Mass Incarceration in the Age of Colorblindness","""Jarvious Cotton's great-great-grandfather could not vote as a slave. His great-grandfather was beaten to death by the Klu Klux Klan for attempting to vote. His grandfather was prevented from voting by Klan intimidation; his father was barred by poll taxes and literacy tests. Today, Cotton cannot vote because he, like many black men in the United States, has been labeled a felon and is currently on parole.""  As the United States celebrates the nation's ""triumph over race"" with the election of Barack Obama, the majority of young black men in major American cities are locked behind bars or have been labeled felons for life. Although Jim Crow laws have been wiped off the books, an astounding percentage of the African American community remains trapped in a subordinate status--much like their grandparents before them.  In this incisive critique, former litigator-turned-legal-scholar Michelle Alexander provocatively argues that we have not ended racial caste in America: we have simply redesigned it. Alexander shows that, by targeting black men and decimating communities of color, the U.S. criminal justice system functions as a contemporary system of racial control, even as it formally adheres to the principle of color blindness. The New Jim Crow challenges the civil rights community--and all of us--to place mass incarceration at the forefront of a new movement for racial justice in America.","nullNonfiction, History, Politics, Race, Social Justice, Sociology, Audiobook"
"Bildner","Phil","Most Valuable Players (Rip and Red Series)","In the fourth book of the Rip and Red series, the two boys have one last basketball thrill ride before the end of fifth grade.  It's fifth-grade graduation time for Rip and Red, and as part of the celebration, Hoops Machine, the Harlem Globetrotters-like basketball team, is paying a visit. Rip has been chosen to perform with them, but before this once-in-a-lifetime opportunity, the boys need to finish their schoolwork--including taking their middle-school placement tests. However, when the students of Room 208 begin to question the assessments, a mini opt-out movement gains momentum. All of a sudden, Hoops Machine, middle-school basketball tryouts, and walking at graduation are all in jeopardy, along with Mr. Acevedo's job. But luckily for Rip, Red, their classmates, and their teacher, sometimes when you stand up for what you truly believe in, the people you've touched along the way rally to your corner.  is the fourth book in the Rip & Red series, written by Phil Bildner with illustrations by Tim Probert.","nullMiddle Grade, Realistic Fiction"
"Plath","Sylvia","The Bell Jar","The Bell Jar chronicles the crack-up of Esther Greenwood: brilliant, beautiful, enormously talented, and successful, but slowly going under -- maybe for the last time. Sylvia Plath masterfully draws the reader into Esther's breakdown with such intensity that Esther's insanity becomes completely real and even rational, as probable and accessible an experience as going to the movies. Such deep penetration into the dark and harrowing corners of the psyche is an extraordinary accomplishment and has made The Bell Jar a haunting American classic. (back cover)","nullFiction, Feminism, Mental Health, Psychology, Literature, Literary Fiction, Novels"
